word => count, index
कक्षा =>1516
अन्डरडग =>1
क्वाटरफाइनलबाटे =>1
रिफ्रेसर =>3
अमिनुल =>1
टमटा =>1
सिलु =>1
खर्चवापत =>1
पाक्वेटा =>1
सघाउनेछन् =>2
श्यान्यु =>2
वक्र =>1
शयान्सु =>1
ओस्पिना =>3
सस्करण =>2
ब्सिलिया =>1
जापाट्टा =>1
डेभिसन =>2
येरी =>1
रमिगुएल =>1
बोया =>1
एडिनसन =>1
कभानी =>1
जिमिनेज =>1
भिना =>1
अनसार =>3
लुडिभि =>1
हिनकापी =>1
कोलम्बया =>1
पछल्लो =>1
पेनाल्टीआउट =>1
दलाउन =>1
मगुएरे =>1
इंग्ल्याण्डाई =>1
ओलुमो =>1
अजरवैजान =>2
बाकु =>12
डेनमार् =>1
डिलाने =>2
डिलेने =>1
स्ट्रराइर =>1
लार्सन =>1
कर्नमार =>1
अनमार्क =>1
योकि =>1
डोलबर्ग =>1
काउफल =>1
इंग्ल्या =>1
इंग्याल्ड =>1
लुकु =>1
घटायो =>1
जेरेमी =>1
केभन =>1
सेमीफाइनल =>2
पिकेटा =>1
पाराग्बे =>1
लुडोभि =>2
जियालु =>1
लापाडुला =>2
योसिमर =>2
योटुन =>2
गुस्ताभो =>2
अभालोस =>1
कारिला =>1
पेनाल्टीसुट =>1
जियानलु =>1
रेनाटा =>1
तापिया =>1
मिगुएल =>1
ट्राउका =>1
ओमेरनो =>1
क्रिस्टिएन =>1
चुएभा =>1
एलोन्सो =>1
पिरिस =>1
एस्पिनोला =>1
क्रुस =>3
प्रिक्वाटरफाइनल =>1
बर्नाबेउ =>2
म्यानयु =>1
मोटिभेसन =>1
इन्नोभेट =>1
बारसिलोना =>1
नवउ =>1
क्लासी =>2
अल्भेस =>1
रिटरन =>1
ह्याम्पडेन =>1
ओलेक्सान्डर =>1
जिन्चेन् =>1
अर्टिम =>3
दोबबिकद्ये =>1
फोर्सवर्ग =>2
जिन्चेन्को =>1
यार्मोलेन्को =>1
डानिलसन =>1
स्वडेन =>1
फइदा =>1
खल्नेछन् =>1
· =>209
बस्नुपर्नेछ =>5
रहेनन =>1
योकिम =>3
फ्लिक =>4
पाधि =>1
जर्गेन =>1
क्लिन्समान =>1
मिरोस्लाभ =>1
बर्न्ड =>1
सेइडर =>1
कन्फ्रेडेरन =>1
नाबिया =>1
डेमिरल =>3
वेजसिएच =>1
सेजेन्ची =>1
ह्राडे =>1
डुब्राभ्का =>1
नेक्सस =>5
सिख्राकार =>1
फुएन्टे =>1
डिफेडर =>1
बोजा =>1
मोयाराल =>1
सेबालोस =>4
मोरिनो =>1
डोमिगुज =>1
मिङथुएजा =>1
भालेजो =>1
मिरन्डा =>1
कुकुरेला =>1
मोन्सायोला =>1
जुबिमन्डी =>1
मिर =>1
पाउडो =>1
एरेना =>2
पान्तानाल =>1
खल्दै =>2
मास्केरानो =>1
अलेजान्द्रो =>2
मेस्सील =>1
बोलिभया =>1
एर्विन =>1
साभेद्रा =>1
कवाटरफाइनल =>1
उरुग्वेल =>1
पीटीआई =>6
इडर =>1
फ्रिकि =>1
इनर =>2
वजेता =>1
हारबाट =>1
बुढापेस्ट =>1
पुस्कास =>1
होल्स =>3
थोर्गन =>1
कार्टुजा =>1
मुनिए =>1
पोर्गुल =>1
थिबाउ =>1
कोर्तवा =>1
तल्लोक्रम =>1
मारुफा =>1
बेरिङ्टन =>1
गोलपोस्ट =>1
शेम =>3
मान्सन =>2
तमाखे =>4
टिएफसी =>1
तमाखेले =>1
मध्यान्तर =>1
वीरेन्द्रनाथ =>1
शेरसिंह =>1
खरावबप्रदर्शन =>1
अप्रिलयता =>1
बिर्सनलायक =>2
सिद्धिपुर =>1
भानोदय =>1
रितिसा =>1
दिप्रश =>2
हुदैं =>4
डिपेन्डेबल =>1
एटलेटि =>4
पन्छायो =>5
इमरे =>6
पूर्वव्यवस्थापक =>3
फोन्से =>2
बलाग =>1
जोचिम =>1
तीनपल्ट =>1
मार्टोन =>1
फुसोभिक्स =>4
मेडभेडेभ =>1
सर्बियाली =>1
सातौंपल्ट =>1
मानारिनो =>1
मोन्फिल्स =>1
मेडभेडेभविरुद्ध =>1
बगाउनुपरे =>1
नखे =>1
नगदा =>1
मुतुम्वा =>2
सञ्जीत =>1
फरर्वाड =>1
हाइस्कोरर =>1
डाँगीहाट =>3
घाोषित =>1
लेवनडोस्की =>2
नकमाउट =>1
डायनामो =>2
पिटसबर्ग =>1
उल्भ्सबर्ग =>3
साल्सबर्ग =>3
कगिसो =>1
तस्किन =>1
स्पिरितो =>1
म्यानजचेस्टर =>1
उल्भस =>1
पूर्वप्रशिक्षक =>2
फाबियो =>1
पाराटिसी =>1
मोउरिन्हो =>2
गेनारो =>1
गटुसो =>1
सम्हालेयता =>1
तेस्रोपल्ट =>1
म्यानेचस्टर =>1
नाइजरियन =>1
वीट =>1
जेम्जुङ =>1
गाउँपलि =>1
गौघाट =>1
स्टडियम =>1
हाइअल्टिच्युड =>2
बेटल =>1
लाइटवेट =>3
सिसम =>1
सेडी =>1
सुवर्णा =>1
हाइअल्टिच्युट =>4
टुटेदेउराली =>3
ब्रिगेड =>2
गौचरन =>6
अंकुरकुमार =>1
नरेन्द्रमणि =>1
रोस्टोन =>1
ब्याटसम्यानद्वय =>1
नइम =>2
रैथानेश्वरी =>2
बुर्तिवाङ =>4
मार्लोका =>2
मार्लो =>1
एमेच्योर =>3
सान्ता =>2
पोन्सा =>1
देवकाजी =>1
लक्ष्मीबहादुर =>1
सुवासचन्द्र =>1
तेजेन्द्रबहादुर =>1
ढेवाजु =>1
तास्केन =>3
प्रेरणास्रोत =>1
नेपालगन्जवासी =>1
टाईब्रेकर =>2
लक्ष्मीमार्ग =>1
आमुक्त =>1
लालिगाअन्तर्गत =>1
क्वेक =>2
सेटिन =>1
नियुक्र =>1
बेनिफिका =>1
बंगलदेश =>1
नजनाए =>2
सारजहाँ =>1
डेरिल =>1
खर्चिंदै =>1
असिफ =>1
सुःखद =>1
पौडीवाज =>1
नासिर =>5
फ्रिस्टायल =>2
अनुसिया =>2
उपास्ती =>2
ब्रेस्टस्ट्रोक =>1
बटरफ्लाई =>3
हम्जा =>1
वीआर =>1
ब्रदर्श =>1
नीरकुमार =>1
थोल =>1
जर्जी =>1
जाद्रान =>1
हजरतुल्लाह =>1
गुरबाज =>5
फुटकन्ट्याक्ट =>1
चोटग्रस्त =>1
तेह्रौं =>1
जेसिज =>3
भकुन्डे =>1
सुमिरा =>1
टाइब्रेक =>2
रचिन् =>1
अभिलाशा =>1
मेन्स =>1
प्रनिर =>1
विकेटल =>1
इरसमु =>1
कमाएयता =>1
जर्सि =>1
भेनेजिया =>1
काटोलि =>1
मारिग्ल्यानेस =>1
भाष्करमान =>1
लन =>2
सम्मेलेन =>1
ट्रायफोर्ड =>1
पासिलिच =>1
रसफोर्ड =>1
डायनोमो =>1
जोरजिन्हो =>1
एटलेटिको =>1
केयनिल =>1
एमाबापे =>1
नोरडी =>1
मुखेले =>1
जोआओ =>1
क्यान्सेलो =>1
चुक्यौँ =>1
पर्सिजा =>3
नेसन्सकप =>1
प्रक्षिक =>1
दिइसक्नुपर्नेछ =>1
मिडलवेट =>1
स्टिमक =>1
टुंगे =>5
टिमबीच =>2
टिमबा =>1
बान्डोस =>1
खेल्नेछौं =>2
ब्रुनोज =>1
भुया =>1
आइडियोलोजी =>2
भुवल =>2
नैनबहादुर =>2
सातदोबाटे =>1
यसापालि =>1
हिथर =>1
इङल्याण्ड =>1
खेलाडीनासुम =>1
जसकरण =>1
चार्ली =>1
लिजे =>1
एस्टाडियो =>1
अलगेर्व =>1
फोन्टे =>2
पुनर्आगमन =>1
फर्कनेछ =>2
प्रसान्त =>3
लिफ्टर =>2
सन्तोषनाथ =>1
राइनो =>4
लिलाचोक =>1
सकेन्ड =>1
डराउँदैनौं =>1
जितिसक्यौं =>1
अराचिगे =>1
फिल्डङ =>1
सहाब =>4
चितनव =>2
कालभैरव =>2
त्रिकोण =>2
सेमिकभर्डहल =>2
थाउलो =>1
सान्सौं =>1
यिङयान =>1
पूर्वकोषाध्यक्ष =>1
मीनकृष्ण =>1
फुत्काए =>1
तामिम =>2
मुनिआन्डी =>1
टवान्टी =>1
इक्बाल =>1
रनै =>1
असान =>1
प्रियन्जन =>5
प्रावधानअनुरुप =>2
केबीए =>7
निमिशा =>3
शुभाङ्गीलक्ष्मी =>1
जेटीआई =>1
शुभाङ्गी =>1
आध्या =>2
मालाश्री =>1
शिवाली =>1
आयुश्रीहजुर =>1
अनुश्री =>1
ध्वजु =>1
मेरिसा =>8
प्राज्ना =>1
कर्मिष्ठा =>1
क्वाटरफाइन =>1
सुनिरा =>1
साम्खाहाङ =>1
आर्यनराज =>1
विश्वविशेष =>1
वृजेश =>1
आद्रित =>1
आरभसम्राट =>1
